speaker	file	word	syll-nb	segment	syll-id	position	constriction	glottal-burst	vowel	v-duration	glottalization	vot'	vot	interburst	type 
s09	geo020s09a0098v01	p>anik>a	3	k>	3	medial	47.60	0	a	105.83	1	105.83	105.83	0	ejective
s09	geo020s09a0098v02	p>anik>a	3	p>	1	initial	98.30	1	a	150.98	0	64.34	62.94	1.40	ejective
s09	geo020s09a0098v02	p>anik>a	3	k>	3	medial	59.77	0	a	168.74	0	41.02	41.02	0	ejective
s09	geo020s09a0101v02	k>erp>i	2	k>	1	initial	84.34	0	e	132.62	0	68.81	66.74	2.07	ejective
s09	geo020s09a0102v01	k>erp>i	2	k>	1	initial	90.43	1	e	150.31	0	72.48	71.58	0.90	ejective
s09	geo020s09a0102v02	k>erp>i	2	k>	1	initial	81.97	1	e	132.07	0	75.54	74.54	1.00	ejective
s09	geo020s09a0105v01	papa	2	p	1	initial	105.42	1	a	152.47	0	0	73.54	0	pulmonic
s09	geo020s09a0105v01	papa	2	p	2	medial	83.30	0	a	137.46	0	0	49.07	0	pulmonic
s09	geo020s09a0105v02	teat>ri	3	t	1	initial	95.64	0	e	150.39	0	0	79.13	0	pulmonic
s09	geo020s09a0106v01	teat>ri	3	t	1	initial	70.06	0	e	106.23	0	0	50.37	0	pulmonic
s09	geo020s09a0106v02	teat>ri	3	t	1	initial	83.77	0	e	140.33	0	0	89.50	0	pulmonic
s09	geo020s09a0107v01	p>ap>a	2	p>	1	initial	114.29	1	a	166.22	0	57.91	57.70	0.21	ejective
s09	geo020s09a0107v01	p>ap>a	2	p>	2	medial	73.75	1	a	168.40	0	56.36	55.70	0.66	ejective
s09	geo020s09a0107v02	t>ili	2	t>	1	initial	127.58	1	i	174.46	0	90.38	87.55	2.82	ejective
s09	geo020s09a0108v01	t>ili	2	t>	1	initial	97.07	1	i	139.17	0	88.79	82.23	6.56	ejective
s09	geo020s09a0111v02	t>ari	2	t>	1	initial	99.69	1	a	229.63	0	96.07	94.84	1.23	ejective
s09	geo020s09a0112v01	t>ari	2	t>	1	initial	93.86	1	a	243.28	0	104.03	101.51	2.52	ejective
s09	geo020s09a0112v02	t>ari	2	t>	1	initial	102.94	1	a	221.10	0	81.20	77.57	3.64	ejective
s09	geo020s09a0113v01	p>ij\ama	3	p>	1	initial	88.65	1	i	145.03	0	70.36	68.17	2.19	ejective
s09	geo020s09a0115v02	p>ats>ats>a	3	p>	1	initial	91.63	1	a	133.27	1	92.95	91.27	1.68	ejective
s09	geo020s09a0116v01	p>ats>ats>a	3	p>	1	initial	93.22	1	a	127.48	0	60.67	58.61	2.06	ejective
s09	geo020s09a0116v02	p>ats>ats>a	3	p>	1	initial	79.25	1	a	113.62	0	61.79	58.24	3.55	ejective
s09	geo020s09a0118v01	prak>i	2	k>	2	medial	45.86	0	i	84.37	0	35.93	35.93	0	ejective
s09	geo020s09a0119v01	p>aradi	3	p>	1	initial	78.22	1	a	172.45	1	70.83	69.85	0.98	ejective
s09	geo020s09a0119v02	papuk>i	3	p	1	initial	90.05	1	a	118.52	0	0	60.85	0	pulmonic
s09	geo020s09a0119v02	papuk>i	3	p	2	medial	87.71	0	u	101.51	0	0	44.23	0	pulmonic
s09	geo020s09a0119v02	papuk>i	3	k>	3	medial	77.30	1	i	138.14	0	43.51	41.90	1.61	ejective
s09	geo020s09a0120v01	papuk>i	3	p	1	initial	83.42	1	a	104.11	0	0	52.61	0	pulmonic
s09	geo020s09a0120v01	papuk>i	3	p	2	medial	88.11	0	u	51.75	1	0	18.31	0	pulmonic
s09	geo020s09a0120v01	papuk>i	3	k>	3	medial	70.65	1	i	75.29	0	22.65	22.65	0	ejective
s09	geo020s09a0120v02	papuk>i	3	p	1	initial	85.41	1	a	105.79	0	0	54.71	0	pulmonic
s09	geo020s09a0120v02	papuk>i	3	p	2	medial	65.86	0	u	92.87	1	0	92.87	0	pulmonic
s09	geo020s09a0120v02	papuk>i	3	k>	3	medial	69.19	0	i	162.24	0	32.89	32.89	0	ejective
s09	geo020s09a0121v01	t>ari	2	t>	1	initial	77.42	1	a	202.55	0	64.92	64.40	0.52	ejective
s09	geo020s09a0126v01	t>k>ip>a	2	p>	2	medial	67.36	1	a	89.34	0	24.62	23.15	1.47	ejective
s09	geo020s09a0126v02	t>k>ip>a	2	p>	2	medial	82.38	1	a	223.82	1	69.86	68.72	1.15	ejective
s09	geo020s09a0127v01	pot>o	2	p	1	initial	96.45	1	o	146.98	0	0	96.06	0	pulmonic
s09	geo020s09a0127v01	pot>o	2	t>	2	medial	75.35	1	o	93.33	0	29.34	28.07	1.26	ejective
s09	geo020s09a0127v02	p>at>aj\i	3	p>	1	initial	115.31	1	a	160.12	0	84.47	82.93	1.55	ejective
s09	geo020s09a0127v02	p>at>aj\i	3	t>	2	medial	73.02	1	a	159.59	0	53.51	52.64	0.87	ejective
s09	geo020s09a0128v01	p>at>aj\i	3	p>	1	initial	95.61	1	a	120.24	0	59.74	58.53	1.21	ejective
s09	geo020s09a0128v01	p>at>aj\i	3	t>	2	medial	74.01	1	a	112.79	0	33.54	31.09	2.45	ejective
s09	geo020s09a0128v02	p>at>aj\i	3	p>	1	initial	84.33	1	a	111.84	0	57.60	56.50	1.10	ejective
s09	geo020s09a0128v02	p>at>aj\i	3	t>	2	medial	70.43	1	a	127.92	0	37.46	35.61	1.85	ejective
s09	geo020s09a0129v01	t>abeli	3	t>	1	initial	88.94	1	a	168.20	0	87.04	84.12	2.93	ejective
s09	geo020s09a0133v01	p>alt>o	2	p>	1	initial	78.23	1	a	149.29	0	52.72	46.46	6.26	ejective
s09	geo020s09a0135v02	kert>li	2	k	1	initial	104.86	0	e	149.05	0	0	79.05	0	pulmonic
s09	geo020s09a0136v01	kert>li	2	k	1	initial	64.95	0	e	157.95	0	0	75.08	0	pulmonic
s09	geo020s09a0136v02	kert>li	2	k	1	initial	60.16	0	e	129.23	0	0	75.79	0	pulmonic
s09	geo020s09a0137v01	p>ak>et>i	3	p>	1	initial	74.26	1	a	134.89	1	66.49	64.93	1.56	ejective
s09	geo020s09a0137v01	p>ak>et>i	3	k>	2	medial	59.28	0	e	100.12	0	44.42	44.42	0	ejective
s09	geo020s09a0137v01	p>ak>et>i	3	t>	3	medial	78.78	1	i	75.60	1	67.27	63.80	3.46	ejective
s09	geo020s09a0139v01	t>eva	2	t>	1	initial	97.83	1	e	160.04	0	77.86	75.71	2.15	ejective
s09	geo020s09a0141v01	pakt>i	2	p	1	initial	88.35	0	a	150.42	0	0	71.00	0	pulmonic
s09	geo020s09a0142v01	k>aba	2	k>	1	initial	81.01	1	a	159.83	0	74.31	73.41	0.90	ejective
s09	geo020s09a0142v02	k>aba	2	k>	1	initial	65.31	1	a	140.27	0	71.89	71.51	0.38	ejective
s09	geo020s09a0143v02	k>arada	3	k>	1	initial	68.69	1	a	152.75	0	59.22	57.98	1.24	ejective
s09	geo020s09a0144v01	k>arada	3	k>	1	initial	58.95	1	a	147.27	0	64.40	60.93	3.47	ejective
s09	geo020s09a0144v02	k>arada	3	k>	1	initial	48.99	1	a	129.39	0	61.17	55.05	6.12	ejective
s09	geo020s09a0145v01	k>rit>ik>a	3	t>	2	medial	72.26	0	i	78.26	0	21.15	21.15	0	ejective
s09	geo020s09a0145v01	k>rit>ik>a	3	k>	3	medial	58.54	1	a	115.50	0	25.96	25.06	0.90	ejective
s09	geo020s09a0146v02	pxek>a	2	k>	2	medial	60.54	0	a	123.54	0	8.61	6.89	1.72	ejective
s09	geo020s09a0148v01	t>ekst>i	2	t>	1	initial	113.78	1	e	120.34	0	48.39	45.53	2.85	ejective
s09	geo020s09a0148v02	t>ekst>i	2	t>	1	initial	88.57	1	e	108.88	0	56.50	52.43	4.06	ejective
s09	geo020s09a0149v01	t>ani	2	t>	1	initial	78.78	1	a	160.75	0	62.27	60.92	1.34	ejective
s09	geo020s09a0153v02	k>ak>ali	3	k>	1	initial	64.16	1	a	115.59	0	65.44	64.21	1.23	ejective
s09	geo020s09a0153v02	k>ak>ali	3	k>	2	medial	69.32	0	a	107.30	1	63.20	59.78	3.41	ejective
s09	geo020s09a0154v01	k>ak>ali	3	k>	1	initial	75.96	1	a	125.35	0	59.59	56.99	2.60	ejective
s09	geo020s09a0154v01	k>ak>ali	3	k>	2	medial	59.15	1	a	98.49	0	17.13	14.54	2.59	ejective
s09	geo020s09a0154v02	k>ak>ali	3	k>	1	initial	50.75	0	a	114.86	0	44.29	39.33	4.96	ejective
s09	geo020s09a0154v02	k>ak>ali	3	k>	2	medial	50.03	1	a	107.45	0	34.16	27.09	7.07	ejective
s09	geo020s09a0155v02	k>amera	3	k>	1	initial	88.96	1	a	132.44	0	85.71	84.05	1.66	ejective
s09	geo020s09a0156v01	k>amera	3	k>	1	initial	65.31	1	a	149.12	0	87.02	85.81	1.20	ejective
s09	geo020s09a0156v02	k>amera	3	k>	1	initial	61.41	0	a	113.39	0	64.15	59.17	4.98	ejective
s09	geo020s09a0158v01	p>akt>i	2	p>	1	initial	101.99	1	a	95.70	0	31.79	27.36	4.44	ejective
s09	geo020s09a0158v02	p>akt>i	2	p>	1	initial	113.57	1	a	118.35	1	55.52	51.18	4.34	ejective
s09	geo020s09a0159v01	t>it>uli	3	t>	1	initial	70.65	0	i	95.93	0	36.94	35.10	1.85	ejective
s09	geo020s09a0159v01	t>it>uli	3	t>	2	medial	72.37	0	u	110.29	0	25.62	25.62	0	ejective
s09	geo020s09a0161v02	k>enk>ra	2	k>	1	initial	59.59	1	e	156.35	0	95.15	93.60	1.54	ejective
s09	geo020s09a0162v01	k>enk>ra	2	k>	1	initial	61.04	1	e	147.64	0	61.78	61.11	0.68	ejective
s09	geo020s09a0162v02	k>enk>ra	2	k>	1	initial	58.41	1	e	119.71	1	68.71	67.43	1.28	ejective
s09	geo020s09a0163v01	p>ilot>i	3	p>	1	initial	107.46	1	i	130.12	0	59.08	58.20	0.88	ejective
s09	geo020s09a0163v01	p>ilot>i	3	t>	3	medial	82.84	1	i	110.87	0	58.39	58.39	0	ejective
s09	geo020s09a0167v01	k>ak>abi	3	k>	1	initial	64.45	1	a	136.07	0	61.50	60.00	1.50	ejective
s09	geo020s09a0167v01	k>ak>abi	3	k>	2	medial	52.44	1	a	127.46	0	33.31	32.30	1.01	ejective
s09	geo020s09a0170v02	rat>avi	3	t>	2	medial	79.95	1	a	141.72	0	67.70	66.74	0.96	ejective
s09	geo020s09a0174v01	k>ak>ao	3	k>	1	initial	64.17	1	a	122.45	0	69.16	68.75	0.40	ejective
s09	geo020s09a0174v01	k>ak>ao	3	k>	2	medial	73.99	1	a	114.54	0	54.72	51.48	3.25	ejective
s09	geo020s09a0174v02	k>ak>ao	3	k>	1	initial	22.29	0	a	113.34	0	30.06	30.06	0	ejective
s09	geo020s09a0174v02	k>ak>ao	3	k>	2	medial	73.50	2	a	127.16	0	43.15	36.77	6.38	ejective
s09	geo020s09a0175v01	t>erori	3	t>	1	initial	92.00	1	e	161.76	0	65.01	58.84	6.17	ejective
s09	geo020s09a0179v02	q>lup>i	2	p>	2	medial	82.93	1	i	170.66	0	48.85	47.90	0.95	ejective
s09	geo020s09a0180v01	q>lup>i	2	p>	2	medial	69.38	0	i	81.51	1	20.88	20.88	0	ejective
s09	geo020s09a0181v01	t>ank>i	2	t>	1	initial	118.64	1	a	176.15	0	89.99	89.38	0.61	ejective
s09	geo020s09a0182v01	k>ala	2	k>	1	initial	92.71	1	a	157.85	0	77.32	75.44	1.87	ejective
s09	geo020s09a0182v02	k>ala	2	k>	1	initial	66.46	1	a	140.32	0	73.47	70.38	3.09	ejective
s09	geo020s09a0183v02	t>emp>o	2	t>	1	initial	96.40	1	e	182.55	0	90.85	90.37	0.48	ejective
s09	geo020s09a0184v01	t>emp>o	2	t>	1	initial	101.95	1	e	144.89	0	81.21	77.06	4.15	ejective
s09	geo020s09a0184v02	t>emp>o	2	t>	1	initial	79.82	1	e	145.30	0	80.39	78.39	2.00	ejective
s09	geo020s09a0189v01	korts>ili	3	k	1	initial	81.36	0	o	142.99	0	0	92.21	0	pulmonic
s09	geo020s09a0190v01	t>omi	2	t>	1	initial	109.89	1	o	124.35	0	59.74	57.39	2.35	ejective
s09	geo020s09a0192v01	p>api	2	p>	1	initial	103.98	1	a	146.63	0	64.04	60.93	3.11	ejective
s09	geo020s09a0192v01	p>api	2	p	2	medial	101.26	0	i	165.62	0	0	103.30	0	pulmonic
s09	geo020s09a0192v02	p>api	2	p>	1	initial	75.18	1	a	107.66	0	40.69	40.01	0.68	ejective
s09	geo020s09a0192v02	p>api	2	p	2	medial	87.69	0	i	233.78	0	0	96.19	0	pulmonic
s09	geo020s09a0193v01	k>vart>et>i	3	t>	3	medial	85.71	0	i	81.04	0	18.71	16.84	1.87	ejective
s09	geo020s09a0194v01	p>at>ara	3	p>	1	initial	78.88	1	a	118.34	1	51.68	50.53	1.15	ejective
s09	geo020s09a0194v01	p>at>ara	3	t>	2	medial	58.68	1	a	96.76	0	22.26	20.93	1.33	ejective
s09	geo020s09a0194v02	p>at>ara	3	p>	1	initial	73.37	1	a	93.68	1	39.38	37.80	1.58	ejective
s09	geo020s09a0194v02	p>at>ara	3	t>	2	medial	71.75	1	a	102.75	0	20.12	18.60	1.51	ejective
s09	geo020s09a0195v01	t>abak>a	3	t>	1	initial	135.46	1	a	157.95	0	92.18	90.54	1.65	ejective
s09	geo020s09a0195v01	t>abak>a	3	k>	3	medial	73.18	1	a	101.63	1	39.23	37.92	1.31	ejective
s09	geo020s09a0197v01	p>ark>et>i	3	p>	1	initial	90.67	1	a	127.27	0	41.70	40.93	0.77	ejective
s09	geo020s09a0197v01	p>ark>et>i	3	t>	3	medial	73.86	0	i	78.12	0	24.44	19.90	4.55	ejective
s09	geo020s09a0197v02	p>iri	2	p>	1	initial	116.65	1	i	189.33	0	107.58	103.57	4.01	ejective
s09	geo020s09a0198v01	p>iri	2	p>	1	initial	79.46	1	i	129.98	0	57.97	57.18	0.78	ejective
s09	geo020s09a0198v02	p>iri	2	p>	1	initial	82.34	1	i	153.28	0	85.92	85.04	0.88	ejective
s09	geo020s09a0199v02	k>at>a	2	k>	1	initial	80.71	1	a	128.53	1	66.39	65.81	0.58	ejective
s09	geo020s09a0199v02	k>at>a	2	t>	2	medial	78.86	1	a	91.35	0	18.01	16.77	1.23	ejective
s09	geo020s09a0200v01	k>at>a	2	k>	1	initial	73.29	1	a	128.86	0	75.23	74.47	0.76	ejective
s09	geo020s09a0200v01	k>at>a	2	t>	2	medial	61.00	1	a	79.07	0	25.15	23.84	1.31	ejective
s09	geo020s09a0200v02	k>at>a	2	k>	1	initial	72.86	1	a	112.79	0	72.91	69.44	3.47	ejective
s09	geo020s09a0200v02	k>at>a	2	t>	2	medial	80.83	1	a	90.78	0	16.69	16.69	0	ejective
s09	geo020s09a0201v01	p>ats>ia	3	p>	1	initial	117.76	1	a	125.41	0	70.93	68.84	2.09	ejective
s09	geo020s09a0202v01	k>ek>letsi	3	k>	1	initial	84.25	1	e	113.46	0	66.37	62.12	4.26	ejective
s09	geo020s09a0202v02	k>ek>letsi	3	k>	1	initial	86.35	1	e	113.65	0	65.15	64.33	0.82	ejective
s09	geo020s09a0203v01	p>ark>i	2	p>	1	initial	85.38	1	a	155.08	0	75.27	74.37	0.90	ejective
s09	geo020s09a0206v01	k>ep>va	2	k>	1	initial	91.10	1	e	107.03	0	45.57	45.20	0.37	ejective
s09	geo020s09a0206v02	k>ep>va	2	k>	1	initial	89.79	1	e	110.37	1	71.87	70.37	1.50	ejective
s09	geo020s09a0207v02	post>a	2	p	1	initial	111.75	1	o	130.99	0	0	95.15	0	pulmonic
s09	geo020s09a0208v01	post>a	2	p	1	initial	102.27	1	o	140.43	0	0	88.63	0	pulmonic
s09	geo020s09a0208v02	post>a	2	p	1	initial	79.67	1	o	115.12	0	0	42.86	0	pulmonic
s09	geo020s09a0209v01	k>ap>ela	3	k>	1	initial	85.21	1	a	129.27	0	73.17	73.17	0	ejective
s09	geo020s09a0209v01	k>ap>ela	3	p>	2	medial	88.59	1	e	74.83	0	32.70	32.70	0	ejective
s09	geo020s09a0211v01	k>akt>usi	3	k>	1	initial	121.58	1	a	127.33	0	41.74	41.74	0	ejective
s09	geo020s09a0213v01	Cap>it>o	3	p>	2	medial	87.04	1	i	72.97	0	35.01	33.21	1.80	ejective
s09	geo020s09a0213v01	Cap>it>o	3	t>	3	medial	91.20	1	o	107.14	1	107.56	107.14	0.41	ejective
s09	geo020s09a0216v01	tok>i	2	t	1	initial	145.68	0	o	145.07	0	0	98.76	0	pulmonic
s09	geo020s09a0216v01	tok>i	2	k>	2	medial	83.31	1	i	74.74	0	26.30	24.83	1.47	ejective
s09	geo020s09a0220v01	t>areba	3	t>	1	initial	75.64	1	a	168.18	0	90.56	88.45	2.11	ejective
s09	geo020s09a0220v02	t>areba	3	t>	1	initial	93.69	1	a	150.86	0	59.50	58.08	1.41	ejective
s09	geo020s09a0221v01	rit>ini	3	t>	2	medial	81.74	0	i	111.28	0	39.50	39.50	0	ejective
s09	geo020s09a0221v02	p>aseki	3	p>	1	initial	96.70	1	a	120.69	1	68.30	68.30	0	ejective
s09	geo020s09a0221v02	p>aseki	3	k	3	medial	70.72	0	i	128.45	0	0	41.34	0	pulmonic
s09	geo020s09a0222v01	p>aseki	3	p>	1	initial	96.59	1	a	115.21	0	36.44	36.44	0	ejective
s09	geo020s09a0222v01	p>aseki	3	k	3	medial	71.22	0	i	238.73	0	0	44.08	0	pulmonic
s09	geo020s09a0223v02	p>ets>i	2	p>	1	initial	123.55	1	e	176.94	0	77.36	75.86	1.49	ejective
s09	geo020s09a0224v01	p>ets>i	2	p>	1	initial	123.84	1	e	177.35	0	83.36	83.36	0	ejective
s09	geo020s09a0224v02	p>ets>i	2	p>	1	initial	85.03	1	e	123.67	0	35.13	35.13	0	ejective
s09	geo020s09a0225v02	k>enit>i	3	k>	1	initial	152.88	1	e	187.94	0	85.82	85.57	0.25	ejective
s09	geo020s09a0225v02	k>enit>i	3	t>	3	medial	97.57	1	i	103.20	1	104.33	103.20	1.13	ejective
s09	geo020s09a0226v01	k>enit>i	3	t>	3	medial	67.22	0	i	92.22	1	67.90	67.90	0	ejective
s09	geo020s09a0228v01	k>abina	3	k>	1	initial	54.76	1	a	136.81	0	44.80	42.63	2.16	ejective
s09	geo020s09a0228v02	k>abina	3	k>	1	initial	52.06	1	a	111.83	0	63.68	57.01	6.67	ejective
s09	geo020s09a0229v01	t>aksi	2	t>	1	initial	97.22	1	a	157.79	0	66.77	64.86	1.91	ejective
s09	geo020s09a0233v02	putC>i	2	p	1	initial	113.40	0	u	166.88	0	0	105.20	0	pulmonic
s09	geo020s09a0234v02	putC>i	2	p	1	initial	60.52	0	u	121.44	0	0	46.96	0	pulmonic
s09	geo020s09a0239v01	teat>ri	3	t	1	initial	86.06	0	e	151.32	0	0	71.03	0	pulmonic
s09	geo020s09a0239v02	papa	2	p	1	initial	72.92	0	a	122.18	0	0	70.78	0	pulmonic
s09	geo020s09a0239v02	papa	2	p	2	medial	76.41	0	a	141.07	0	0	45.55	0	pulmonic
s09	geo020s09a0240v01	papa	2	p	1	initial	75.55	0	a	129.66	0	0	32.24	0	pulmonic
s09	geo020s09a0240v01	papa	2	p	2	medial	71.37	0	a	91.82	0	0	25.02	0	pulmonic
s09	geo020s09a0240v02	papa	2	p	1	initial	52.57	0	a	116.91	0	0	42.47	0	pulmonic
s09	geo020s09a0240v02	papa	2	p	2	medial	52.19	0	a	168.81	0	0	39.72	0	pulmonic
s09	geo020s09a0241v01	t>ili	2	t>	1	initial	106.65	1	i	196.92	0	81.18	81.18	0	ejective
s09	geo020s09a0241v02	p>ap>a	2	p>	1	initial	85.18	1	a	127.80	0	54.32	53.37	0.94	ejective
s09	geo020s09a0241v02	p>ap>a	2	p>	2	medial	86.54	1	a	147.34	0	29.74	29.74	0	ejective
s09	geo020s09a0242v01	p>ap>a	2	p>	1	initial	85.16	1	a	130.79	0	40.35	38.77	1.58	ejective
s09	geo020s09a0242v01	p>ap>a	2	p>	2	medial	88.56	1	a	81.87	1	83.78	81.87	1.91	ejective
s09	geo020s09a0242v02	p>ap>a	2	p>	1	initial	58.11	1	a	90.67	0	25.60	24.49	1.11	ejective
s09	geo020s09a0242v02	p>ap>a	2	p>	2	medial	88.93	1	a	121.12	0	52.53	50.36	2.17	ejective
